Method,Dataset,Preference,Initialization,Beta Friend,Beta Enemy,Repetitions,Adjusted Rand Index,Adjusted Rand Index SD,Silhouette Score,Silhouette Score SD,Seconds,Seconds SD,Moves,Moves SD,Converged,Converged SD,Final Coalitions,Final Coalitions SD,Initial Adjusted Rand Index,Initial Adjusted Rand Index SD
LocPop,Moons,AE,S,0.25,0.35,10,0.317759089847954,0.01847171036871662,0.4818936427767807,0.012602598936430169,0.07622559000155889,0.0103234221338488,336.6,24.368832553078942,1.0,0.0,5.5,0.5,0.0,0.0
LocPop,Moons,AE,P,0.25,0.35,10,0.32251885261203456,0.01490658360813538,0.48784456707031304,0.011082949765539432,0.048678960010875016,0.011551271954926534,323.0,25.984610830258745,1.0,0.0,5.7,0.45825756949558405,0.0013512759063334407,0.003495408107957317
LocPop,Moons,AE,KM,0.25,0.35,10,0.31604728697657813,0.01781902517552804,0.4797360468782714,0.011849605763410397,0.026050559995928778,0.0054034161826819575,153.0,9.186947262284681,1.0,0.0,5.4,0.4898979485566356,0.3218363465736214,0.013440020677171276
LocPop,Moons,AE,D,0.25,0.35,10,0.3016431241915578,0.0015268226926274631,0.4701058565517367,0.0005328531494225753,0.025648539996473117,0.0033278188869731366,157.3,0.45825756949558405,1.0,0.0,5.0,0.0,0.30554947429500084,0.0015153579032873305
LocPop,3 Circles,B,S,0.25,0.35,10,0.41628895054124426,0.003135705479323884,0.2893418225857908,0.0002952399242305662,0.07508066000300459,0.006995780005680066,344.2,23.81512124680452,1.0,0.0,4.0,0.0,0.0,0.0
LocPop,3 Circles,B,P,0.25,0.35,10,0.41555113208646405,0.0015517503625977424,0.2894214494761294,0.00020224165963653545,0.03734627999947406,0.009785668075234438,258.4,43.234708279344275,1.0,0.0,4.0,0.0,-0.00044907531253461956,0.0028984289084862
LocPop,3 Circles,B,KM,0.25,0.35,10,0.42430898484829066,0.0,0.28911022060037705,4.965068306494546e-17,0.009195070003625006,0.003855001380296739,6.3,0.9,1.0,0.0,4.0,0.0,0.9500902468423238,0.014253299105890072
LocPop,3 Circles,B,D,0.25,0.35,10,0.4171069276537409,0.0,0.28881208261549174,0.0,0.029332679999060928,0.007319685737903265,158.0,1.0954451150103321,1.0,0.0,4.0,0.0,0.2794067047809583,0.0003801297749596275
LocPop,3 Circles,AF,S,0.25,0.35,10,0.4154624768848577,0.0008222253844416327,0.2869707680660607,0.0009206572747155279,0.07443720000446774,0.00838285155277726,340.1,23.19676701611671,1.0,0.0,4.0,0.0,0.0,0.0
LocPop,3 Circles,AF,P,0.25,0.35,10,0.41477258580461074,0.001730651444833235,0.286789632301145,0.000559900835208597,0.04113016999326646,0.008041412731125705,259.6,42.71112267313983,1.0,0.0,4.0,0.0,-0.0003584725165995918,0.0028949454343391023
LocPop,3 Circles,AF,KM,0.25,0.35,10,0.417946470337695,0.0018764156118283861,0.28806309947826747,0.000746209739482743,0.010114859993336722,0.0035776540248254633,7.6,1.2,1.0,0.0,4.0,0.0,0.9391920671744943,0.009510609154532602
LocPop,3 Circles,AF,D,0.25,0.35,10,0.4171069276537409,0.0,0.28881208261549174,0.0,0.024648929992690683,0.0019277603477394964,158.0,1.0954451150103321,1.0,0.0,4.0,0.0,0.2794067047809583,0.0003801297749596275
LocPop,3 Circles,AE,S,0.25,0.35,10,0.4255115220339166,5.551115123125783e-17,0.288695236341017,6.329245045284193e-17,0.08005263999220916,0.016886904185185306,344.4,25.227762485008455,1.0,0.0,4.0,0.0,0.0,0.0
LocPop,3 Circles,AE,P,0.25,0.35,10,0.4255115220339166,5.551115123125783e-17,0.288695236341017,6.329245045284193e-17,0.03664831999922171,0.006154125291365601,259.1,43.31847181053367,1.0,0.0,4.0,0.0,-0.00041878583661764617,0.0034572477850083896
LocPop,3 Circles,AE,KM,0.25,0.35,10,0.42430898484829066,0.0,0.28911022060037705,4.965068306494546e-17,0.007218159997137263,0.0009366584716129309,6.3,0.9,1.0,0.0,4.0,0.0,0.9500902468423238,0.014253299105890072
LocPop,3 Circles,AE,D,0.25,0.35,10,0.4255115220339166,5.551115123125783e-17,0.288695236341017,6.329245045284193e-17,0.026845830009551718,0.0025876754293703797,160.2,1.469693845669907,1.0,0.0,4.0,0.0,0.27313390863712367,0.00038247628989029165
LocPop,Cancer,B,S,0.25,0.35,10,0.19869685540055237,0.0010014221437164342,0.1989514116410034,0.010101998624006958,0.4941480599925853,0.028045493501247524,569.9,5.682429058070149,1.0,0.0,22.0,0.0,0.0,0.0
LocPop,Cancer,B,P,0.25,0.35,10,0.1978445168911578,0.0003325779421193438,0.21555448912794045,0.0066081885981211725,0.14554342000628823,0.014881604924394578,357.2,13.753544997563356,1.0,0.0,16.6,0.9165151389911681,-0.0004133117621906546,0.00021145100016852354
LocPop,Cancer,B,KM,0.25,0.35,10,0.1988257615288064,2.7755575615628914e-17,0.22710388077314278,4.6443961262081255e-17,0.07108079998288304,0.008176315776681198,147.6,1.2,1.0,0.0,15.0,0.0,0.3156662460838045,0.0020726682124534656
LocPop,Cancer,B,D,0.25,0.35,10,0.19789698974845166,0.0,0.21894977595488624,1.2412670766236365e-17,0.05458693000255153,0.00700191258568851,113.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0
LocPop,Cancer,AF,S,0.25,0.35,10,0.20135698227424953,0.0010108609244980369,0.20380237448170627,0.004863876935829759,0.4834301300055813,0.03112427641543918,566.8,5.473572873361603,1.0,0.0,21.6,0.4898979485566356,0.0,0.0
LocPop,Cancer,AF,P,0.25,0.35,10,0.1993901446072359,0.0011075198606729866,0.2148526060524533,0.008439719804833852,0.1544873100006953,0.011822832542295856,356.9,15.546382215808281,1.0,0.0,16.8,0.8717797887081347,-0.000354343953765025,0.00026109184437484524
LocPop,Cancer,AF,KM,0.25,0.35,10,0.20224815809636848,4.872925561053565e-05,0.2264839161586179,0.004986798095865686,0.06723933999892324,0.003300688997417913,146.6,1.2,1.0,0.0,15.2,0.39999999999999997,0.31975184853489586,0.002066639339183296
LocPop,Cancer,AF,D,0.25,0.35,10,0.20022230461028187,0.0,0.21869562810758186,1.962615573354719e-17,0.05719858000520617,0.013012149567830538,113.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0
LocPop,Cancer,AE,S,0.25,0.35,10,0.19806364911345176,0.0008200905800774338,0.20112013233185136,0.008357074044657598,0.4959363500005566,0.024062899324917234,568.8,6.2257529665093525,1.0,0.0,22.5,0.5,0.0,0.0
LocPop,Cancer,AE,P,0.25,0.35,10,0.19759760294151577,2.8142815255083385e-05,0.21817588224303103,0.006969508472966497,0.15125492999795825,0.016892815379152624,356.1,12.652667702899652,1.0,0.0,16.5,0.806225774829855,-0.00042241526269307247,0.0002331157760346622
LocPop,Cancer,AE,KM,0.25,0.35,10,0.19754340510440768,3.4770326666853846e-05,0.22180496304090958,0.0011081831866007004,0.06826888000941836,0.006542063773569565,152.0,1.5491933384829668,1.0,0.0,16.4,0.4898979485566356,0.3145527016491738,0.0020982521763878953
LocPop,Cancer,AE,D,0.25,0.35,10,0.19768019165399564,0.0,0.2258493759724264,2.3221980631040627e-17,0.05601013000123203,0.008565984668395026,111.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0
LocPop,Iris,B,S,0.25,0.35,10,0.5052992574175621,1.1102230246251565e-16,0.26418266279177116,4.2998752849492583e-17,0.010295950004365294,0.0013647611897704272,146.5,1.5,1.0,0.0,7.0,0.0,0.0,0.0
LocPop,Iris,B,P,0.25,0.35,10,0.5043277170355767,0.0019430807639709614,0.2656619528560407,0.002958580128539204,0.006587800005218014,0.0007850455008014768,122.8,5.5641710972974225,1.0,0.0,7.0,0.0,-0.004122089237675802,0.003321094494620682
LocPop,Iris,B,KM,0.25,0.35,10,0.5052992574175621,1.1102230246251565e-16,0.26418266279177116,4.2998752849492583e-17,0.004665559995919466,0.0006466288381152709,56.7,0.9,1.0,0.0,7.0,0.0,0.5090913122173275,0.0013129625552387501
LocPop,Iris,B,D,0.25,0.35,10,0.5052992574175621,1.1102230246251565e-16,0.26418266279177116,4.2998752849492583e-17,0.005162820004625246,0.0009070764283525695,68.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0
LocPop,Iris,AF,S,0.25,0.35,10,0.5050476669151938,0.0005031810047369412,0.272637914353908,0.016910503124273637,0.010049220005748793,0.0014872419040234948,146.3,1.4177446878757827,1.0,0.0,6.8,0.39999999999999997,0.0,0.0
LocPop,Iris,AF,P,0.25,0.35,10,0.5049218716640095,0.0005764662606177415,0.2768655401349764,0.0193734151516928,0.006854240002576261,0.0009489961466078476,122.8,5.491812087098393,1.0,0.0,6.7,0.45825756949558405,-0.004131908172502254,0.0033706960797661952
LocPop,Iris,AF,KM,0.25,0.35,10,0.50404130490572,1.1102230246251565e-16,0.3064589206024553,4.6443961262081255e-17,0.004706119996262715,0.0006893988750229386,55.5,1.5,1.0,0.0,6.0,0.0,0.5078302857693885,0.0013115257264607939
LocPop,Iris,AF,D,0.25,0.35,10,0.50404130490572,1.1102230246251565e-16,0.3064589206024553,4.6443961262081255e-17,0.005809899995801971,0.0009833476536295618,67.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0
LocPop,Iris,AE,S,0.25,0.35,10,0.5052992574175621,1.1102230246251565e-16,0.26418266279177116,4.2998752849492583e-17,0.011018500005593523,0.0019017993829657034,144.3,1.7349351572897473,1.0,0.0,7.0,0.0,0.0,0.0
LocPop,Iris,AE,P,0.25,0.35,10,0.5028704064625985,0.0024288509549637016,0.26788088795244513,0.0036982251606739957,0.00723423000308685,0.0010793513822012072,123.4,6.959885056522127,1.0,0.0,7.0,0.0,-0.004440907814986605,0.0029875278375193033
LocPop,Iris,AE,KM,0.25,0.35,10,0.5052992574175621,1.1102230246251565e-16,0.26418266279177116,4.2998752849492583e-17,0.0056958799890708175,0.0013761077702905634,56.7,0.9,1.0,0.0,7.0,0.0,0.5090913122173275,0.0013129625552387501
LocPop,Iris,AE,D,0.25,0.35,10,0.5052992574175621,1.1102230246251565e-16,0.26418266279177116,4.2998752849492583e-17,0.0067685799906030296,0.002526481997041101,68.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0
